site	visit	urban	urban_ord	julian_day	day_square	family	genus	plant	insect	p_species	i_species
BLAN	6	medium	b	171	29241	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
BLAN	6	medium	b	171	29241	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
LEED	1	high	c	97	9409	apidae	apis	tar.r	a.mel	Taraxacum sect. Ruderalia	Apis mellifera
LEED	2	high	c	116	13456	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	ach.m	a.mel	Achillea millefolium	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	ach.m	a.mel	Achillea millefolium	Apis mellifera
LEED	3	high	c	136	18496	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
LEED	4	high	c	151	22801	apidae	apis	ach.m	a.mel	Achillea millefolium	Apis mellifera
LEED	4	high	c	151	22801	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
LEED	4	high	c	151	22801	apidae	apis	pot.r	a.mel	Potentilla reptans	Apis mellifera
LEED	4	high	c	151	22801	apidae	apis	ach.m	a.mel	Achillea millefolium	Apis mellifera
LEED	4	high	c	151	22801	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
LEED	4	high	c	151	22801	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
LEED	4	high	c	151	22801	apidae	apis	lot.c	a.mel	Lotus corniculatus	Apis mellifera
LEED	4	high	c	151	22801	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
LEED	4	high	c	151	22801	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
LEED	4	high	c	151	22801	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
LEED	4	high	c	151	22801	apidae	apis	tri.r	a.mel	Trifolium repens	Apis mellifera
LEED	5	high	c	165	27225	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
LEED	5	high	c	165	27225	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
LEED	5	high	c	165	27225	apidae	apis	kna.a	a.mel	Knautia arvensis	Apis mellifera
LEED	6	high	c	180	32400	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
LEED	6	high	c	180	32400	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
DEUS	1	high	c	104	10816	apidae	apis	NA	NA	NA	NA
DEUS	2	high	c	NA	NA	apidae	apis	NA	NA	NA	NA
DEUS	3	high	c	130	16900	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	3	high	c	130	16900	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	3	high	c	130	16900	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	3	high	c	130	16900	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	3	high	c	130	16900	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	3	high	c	130	16900	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	3	high	c	130	16900	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	3	high	c	130	16900	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	3	high	c	130	16900	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	3	high	c	130	16900	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	3	high	c	130	16900	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	3	high	c	130	16900	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	3	high	c	130	16900	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	4	high	c	143	20449	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	4	high	c	143	20449	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	4	high	c	143	20449	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	4	high	c	143	20449	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	4	high	c	143	20449	apidae	apis	med.l	a.mel	Medicago lupulina	Apis mellifera
DEUS	4	high	c	143	20449	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	4	high	c	143	20449	apidae	apis	ger.p	a.mel	Geranium pyrenaicum	Apis mellifera
DEUS	5	high	c	159	25281	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	5	high	c	159	25281	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	5	high	c	159	25281	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	5	high	c	159	25281	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	5	high	c	159	25281	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	5	high	c	159	25281	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	6	high	c	173	29929	apidae	apis	tri.p	a.mel	Trifolium pratense	Apis mellifera
DEUS	6	high	c	173	29929	apidae	apis	mal.m	a.mel	Malva moschata	Apis mellifera
DEUS	6	high	c	173	29929	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	6	high	c	173	29929	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	6	high	c	173	29929	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	6	high	c	173	29929	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	6	high	c	173	29929	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	6	high	c	173	29929	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	6	high	c	173	29929	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	6	high	c	173	29929	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	6	high	c	173	29929	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
DEUS	6	high	c	173	29929	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
ZENB	1	high	c	94	8836	apidae	apis	NA	NA	NA	NA
ZENB	2	high	c	110	12100	apidae	apis	bel.p	a.mel	Bellis perennis	Apis mellifera
ZENB	3	high	c	131	17161	apidae	apis	bel.p	a.mel	Bellis perennis	Apis mellifera
ZENB	4	high	c	145	21025	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
ZENB	4	high	c	145	21025	apidae	apis	tri.r	a.mel	Trifolium repens	Apis mellifera
ZENB	4	high	c	145	21025	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
ZENB	4	high	c	145	21025	apidae	apis	tri.r	a.mel	Trifolium repens	Apis mellifera
ZENB	4	high	c	145	21025	apidae	apis	tri.r	a.mel	Trifolium repens	Apis mellifera
ZENB	4	high	c	145	21025	apidae	apis	tri.r	a.mel	Trifolium repens	Apis mellifera
ZENB	4	high	c	145	21025	apidae	apis	tri.r	a.mel	Trifolium repens	Apis mellifera
ZENB	5	high	c	158	24964	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
ZENB	5	high	c	158	24964	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
ZENB	5	high	c	158	24964	apidae	apis	tri.r	a.mel	Trifolium repens	Apis mellifera
ZENB	5	high	c	158	24964	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
ZENB	5	high	c	158	24964	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
ZENB	6	high	c	171	29241	apidae	apis	mal.m	a.mel	Malva moschata	Apis mellifera
ZENB	6	high	c	171	29241	apidae	apis	mal.m	a.mel	Malva moschata	Apis mellifera
ZENB	6	high	c	171	29241	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
ZENB	6	high	c	171	29241	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
ZENB	6	high	c	171	29241	apidae	apis	mal.m	a.mel	Malva moschata	Apis mellifera
ZENB	6	high	c	171	29241	apidae	apis	mal.m	a.mel	Malva moschata	Apis mellifera
ZENB	6	high	c	171	29241	apidae	apis	mal.m	a.mel	Malva moschata	Apis mellifera
ZENB	6	high	c	171	29241	apidae	apis	mal.m	a.mel	Malva moschata	Apis mellifera
ZENB	6	high	c	171	29241	apidae	apis	mal.m	a.mel	Malva moschata	Apis mellifera
ZENB	6	high	c	171	29241	apidae	apis	mal.m	a.mel	Malva moschata	Apis mellifera
ZENB	6	high	c	171	29241	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
ZENB	6	high	c	171	29241	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
ZENB	6	high	c	171	29241	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
COUB	1	high	c	94	8836	apidae	apis	NA	NA	NA	NA
COUB	2	high	c	110	12100	apidae	apis	sil.l	a.mel	Silene latifolia	Apis mellifera
COUB	3	high	c	131	17161	apidae	apis	bra.n	a.mel	Brassica nigra	Apis mellifera
COUB	4	high	c	145	21025	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
COUB	4	high	c	145	21025	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
COUB	4	high	c	145	21025	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
COUB	4	high	c	145	21025	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
COUB	5	high	c	158	24964	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
COUB	5	high	c	158	24964	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
COUB	5	high	c	158	24964	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
COUB	5	high	c	158	24964	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
COUB	5	high	c	158	24964	apidae	apis	leu.v	a.mel	Leucanthemum vulgare	Apis mellifera
COUB	5	high	c	158	24964	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
COUB	5	high	c	158	24964	apidae	apis	ach.m	a.mel	Achillea millefolium	Apis mellifera
COUB	6	high	c	171	29241	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
COUB	6	high	c	171	29241	apidae	apis	tan.v	a.mel	Tanacetum vulgare	Apis mellifera
COUB	6	high	c	171	29241	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
COUB	6	high	c	171	29241	apidae	apis	cen.j	a.mel	Centaurea jacea	Apis mellifera
SANT	1	low	a	95	9025	apidae	anthophora	NA	NA	NA	NA
SANT	2	low	a	114	12996	apidae	anthophora	NA	NA	NA	NA
SANT	3	low	a	129	16641	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
SANT	4	low	a	142	20164	apidae	anthophora	NA	NA	NA	NA
SANT	5	low	a	156	24336	apidae	anthophora	NA	NA	NA	NA
SANT	6	low	a	170	28900	apidae	anthophora	NA	NA	NA	NA
MOSA	1	low	a	95	9025	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
MOSA	2	low	a	114	12996	apidae	anthophora	sym.o	a.plu	Symphytum officinale	Anthophora plumipes
MOSA	2	low	a	114	12996	apidae	anthophora	sym.o	a.plu	Symphytum officinale	Anthophora plumipes
MOSA	3	low	a	129	16641	apidae	anthophora	sym.o	a.plu	Symphytum officinale	Anthophora plumipes
MOSA	4	low	a	142	20164	apidae	anthophora	NA	NA	NA	NA
MOSA	5	low	a	156	24336	apidae	anthophora	NA	NA	NA	NA
MOSA	6	low	a	170	28900	apidae	anthophora	NA	NA	NA	NA
LACA	1	low	a	95	9025	apidae	anthophora	NA	NA	NA	NA
LACA	2	low	a	114	12996	apidae	anthophora	sym.o	a.plu	Symphytum officinale	Anthophora plumipes
LACA	2	low	a	114	12996	apidae	anthophora	sym.o	a.plu	Symphytum officinale	Anthophora plumipes
LACA	3	low	a	129	16641	apidae	anthophora	NA	NA	NA	NA
LACA	4	low	a	142	20164	apidae	anthophora	NA	NA	NA	NA
LACA	5	low	a	156	24336	apidae	anthophora	NA	NA	NA	NA
LACA	6	low	a	170	28900	apidae	anthophora	NA	NA	NA	NA
CITA	1	low	a	97	9409	apidae	anthophora	tar.r	a.plu	Taraxacum sect. Ruderalia	Anthophora plumipes
CITA	2	low	a	126	15876	apidae	anthophora	lam.a	a.plu	Lamium album	Anthophora plumipes
CITA	2	low	a	126	15876	apidae	anthophora	lam.a	a.plu	Lamium album	Anthophora plumipes
CITA	3	low	a	136	18496	apidae	anthophora	NA	NA	NA	NA
CITA	4	low	a	151	22801	apidae	anthophora	NA	NA	NA	NA
CITA	5	low	a	165	27225	apidae	anthophora	NA	NA	NA	NA
CITA	6	low	a	180	32400	apidae	anthophora	NA	NA	NA	NA
BETH	1	medium	b	104	10816	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
BETH	1	medium	b	104	10816	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
BETH	1	medium	b	104	10816	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
BETH	1	medium	b	104	10816	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
BETH	1	medium	b	104	10816	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
BETH	1	medium	b	104	10816	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
BETH	1	medium	b	104	10816	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
BETH	2	medium	b	NA	NA	apidae	anthophora	NA	NA	NA	NA
BETH	3	medium	b	130	16900	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
BETH	3	medium	b	130	16900	apidae	anthophora	lot.c	a.plu	Lotus corniculatus	Anthophora plumipes
BETH	4	medium	b	143	20449	apidae	anthophora	NA	NA	NA	NA
BETH	5	medium	b	159	25281	apidae	anthophora	NA	NA	NA	NA
BETH	6	medium	b	173	29929	apidae	anthophora	NA	NA	NA	NA
CHUR	1	medium	b	97	9409	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
CHUR	1	medium	b	97	9409	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
CHUR	1	medium	b	97	9409	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
CHUR	2	medium	b	126	15876	apidae	anthophora	vic.s	a.plu	Vicia sativa	Anthophora plumipes
CHUR	2	medium	b	126	15876	apidae	anthophora	vic.s	a.plu	Vicia sativa	Anthophora plumipes
CHUR	2	medium	b	126	15876	apidae	anthophora	vic.s	a.plu	Vicia sativa	Anthophora plumipes
CHUR	2	medium	b	126	15876	apidae	anthophora	vic.s	a.plu	Vicia sativa	Anthophora plumipes
CHUR	3	medium	b	136	18496	apidae	anthophora	NA	NA	NA	NA
CHUR	4	medium	b	151	22801	apidae	anthophora	NA	NA	NA	NA
CHUR	5	medium	b	165	27225	apidae	anthophora	NA	NA	NA	NA
CHUR	6	medium	b	180	32400	apidae	anthophora	NA	NA	NA	NA
BERG	1	medium	b	104	10816	apidae	anthophora	NA	NA	NA	NA
BERG	2	medium	b	NA	NA	apidae	anthophora	NA	NA	NA	NA
BERG	3	medium	b	130	16900	apidae	anthophora	vic.s	a.plu	Vicia sativa	Anthophora plumipes
BERG	3	medium	b	130	16900	apidae	anthophora	vic.s	a.plu	Vicia sativa	Anthophora plumipes
BERG	3	medium	b	130	16900	apidae	anthophora	vic.s	a.plu	Vicia sativa	Anthophora plumipes
BERG	3	medium	b	130	16900	apidae	anthophora	vic.s	a.plu	Vicia sativa	Anthophora plumipes
BERG	4	medium	b	143	20449	apidae	anthophora	NA	NA	NA	NA
BERG	5	medium	b	159	25281	apidae	anthophora	NA	NA	NA	NA
BERG	6	medium	b	173	29929	apidae	anthophora	NA	NA	NA	NA
BLAN	1	medium	b	94	8836	apidae	anthophora	tar.r	a.plu	Taraxacum sect. Ruderalia	Anthophora plumipes
BLAN	1	medium	b	94	8836	apidae	anthophora	tar.r	a.plu	Taraxacum sect. Ruderalia	Anthophora plumipes
BLAN	1	medium	b	94	8836	apidae	anthophora	tar.r	a.plu	Taraxacum sect. Ruderalia	Anthophora plumipes
BLAN	2	medium	b	110	12100	apidae	anthophora	ger.p	a.plu	Geranium pyrenaicum	Anthophora plumipes
BLAN	2	medium	b	110	12100	apidae	anthophora	ger.p	a.plu	Geranium pyrenaicum	Anthophora plumipes
BLAN	2	medium	b	110	12100	apidae	anthophora	ger.p	a.plu	Geranium pyrenaicum	Anthophora plumipes
BLAN	3	medium	b	131	17161	apidae	anthophora	ger.p	a.plu	Geranium pyrenaicum	Anthophora plumipes
BLAN	3	medium	b	131	17161	apidae	anthophora	ger.p	a.plu	Geranium pyrenaicum	Anthophora plumipes
BLAN	3	medium	b	131	17161	apidae	anthophora	ger.p	a.plu	Geranium pyrenaicum	Anthophora plumipes
BLAN	4	medium	b	145	21025	apidae	anthophora	NA	NA	NA	NA
BLAN	5	medium	b	158	24964	apidae	anthophora	NA	NA	NA	NA
BLAN	6	medium	b	171	29241	apidae	anthophora	cen.j	a.bim	Centaurea jacea	Anthophora bimaculata
BLAN	6	medium	b	171	29241	apidae	anthophora	cen.j	a.bim	Centaurea jacea	Anthophora bimaculata
BLAN	6	medium	b	171	29241	apidae	anthophora	cen.j	a.bim	Centaurea jacea	Anthophora bimaculata
LEED	1	high	c	97	9409	apidae	anthophora	NA	NA	NA	NA
LEED	2	high	c	116	13456	apidae	anthophora	NA	NA	NA	NA
LEED	3	high	c	136	18496	apidae	anthophora	NA	NA	NA	NA
LEED	4	high	c	151	22801	apidae	anthophora	NA	NA	NA	NA
LEED	5	high	c	165	27225	apidae	anthophora	NA	NA	NA	NA
LEED	6	high	c	180	32400	apidae	anthophora	NA	NA	NA	NA
DEUS	1	high	c	104	10816	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
DEUS	1	high	c	104	10816	apidae	anthophora	gle.h	a.plu	Glechoma hederacea	Anthophora plumipes
DEUS	2	high	c	NA	NA	apidae	anthophora	NA	NA	NA	NA
DEUS	3	high	c	130	16900	apidae	anthophora	vic.s	a.plu	Vicia sativa	Anthophora plumipes
DEUS	4	high	c	143	20449	apidae	anthophora	pap.r	a.plu	Papaver rhoeas	Anthophora plumipes
DEUS	4	high	c	143	20449	apidae	anthophora	pap.r	a.plu	Papaver rhoeas	Anthophora plumipes
DEUS	4	high	c	143	20449	apidae	anthophora	pap.r	a.plu	Papaver rhoeas	Anthophora plumipes
DEUS	5	high	c	159	25281	apidae	anthophora	NA	NA	NA	NA
DEUS	6	high	c	173	29929	apidae	anthophora	NA	NA	NA	NA
ZENB	1	high	c	94	8836	apidae	anthophora	NA	NA	NA	NA
ZENB	2	high	c	110	12100	apidae	anthophora	NA	NA	NA	NA
ZENB	3	high	c	131	17161	apidae	anthophora	NA	NA	NA	NA
ZENB	4	high	c	145	21025	apidae	anthophora	NA	NA	NA	NA
ZENB	5	high	c	158	24964	apidae	anthophora	NA	NA	NA	NA
ZENB	6	high	c	171	29241	apidae	anthophora	NA	NA	NA	NA
COUB	1	high	c	94	8836	apidae	anthophora	NA	NA	NA	NA
COUB	2	high	c	110	12100	apidae	anthophora	sym.o	a.plu	Symphytum officinale	Anthophora plumipes
COUB	3	high	c	131	17161	apidae	anthophora	NA	NA	NA	NA
COUB	4	high	c	145	21025	apidae	anthophora	NA	NA	NA	NA
COUB	5	high	c	158	24964	apidae	anthophora	NA	NA	NA	NA
COUB	6	high	c	171	29241	apidae	anthophora	NA	NA	NA	NA
SANT	1	low	a	95	9025	apidae	melecta	NA	NA	NA	NA
SANT	2	low	a	114	12996	apidae	melecta	NA	NA	NA	NA
SANT	3	low	a	129	16641	apidae	melecta	NA	NA	NA	NA
SANT	4	low	a	142	20164	apidae	melecta	NA	NA	NA	NA
SANT	5	low	a	156	24336	apidae	melecta	NA	NA	NA	NA
SANT	6	low	a	170	28900	apidae	melecta	NA	NA	NA	NA
MOSA	1	low	a	95	9025	apidae	melecta	NA	NA	NA	NA
MOSA	2	low	a	114	12996	apidae	melecta	NA	NA	NA	NA
MOSA	3	low	a	129	16641	apidae	melecta	NA	NA	NA	NA
MOSA	4	low	a	142	20164	apidae	melecta	NA	NA	NA	NA
MOSA	5	low	a	156	24336	apidae	melecta	NA	NA	NA	NA
MOSA	6	low	a	170	28900	apidae	melecta	NA	NA	NA	NA
LACA	1	low	a	95	9025	apidae	melecta	NA	NA	NA	NA
LACA	2	low	a	114	12996	apidae	melecta	NA	NA	NA	NA
LACA	3	low	a	129	16641	apidae	melecta	NA	NA	NA	NA
LACA	4	low	a	142	20164	apidae	melecta	NA	NA	NA	NA
LACA	5	low	a	156	24336	apidae	melecta	NA	NA	NA	NA
LACA	6	low	a	170	28900	apidae	melecta	NA	NA	NA	NA
CITA	1	low	a	97	9409	apidae	melecta	NA	NA	NA	NA
CITA	2	low	a	126	15876	apidae	melecta	NA	NA	NA	NA
CITA	3	low	a	136	18496	apidae	melecta	NA	NA	NA	NA
CITA	4	low	a	151	22801	apidae	melecta	NA	NA	NA	NA
CITA	5	low	a	165	27225	apidae	melecta	NA	NA	NA	NA
CITA	6	low	a	180	32400	apidae	melecta	NA	NA	NA	NA
BETH	1	medium	b	104	10816	apidae	melecta	NA	NA	NA	NA
BETH	2	medium	b	NA	NA	apidae	melecta	NA	NA	NA	NA
BETH	3	medium	b	130	16900	apidae	melecta	NA	NA	NA	NA
BETH	4	medium	b	143	20449	apidae	melecta	NA	NA	NA	NA
BETH	5	medium	b	159	25281	apidae	melecta	NA	NA	NA	NA
BETH	6	medium	b	173	29929	apidae	melecta	NA	NA	NA	NA
CHUR	1	medium	b	97	9409	apidae	melecta	NA	NA	NA	NA
CHUR	2	medium	b	126	15876	apidae	melecta	NA	NA	NA	NA
CHUR	3	medium	b	136	18496	apidae	melecta	NA	NA	NA	NA
CHUR	4	medium	b	151	22801	apidae	melecta	NA	NA	NA	NA
CHUR	5	medium	b	165	27225	apidae	melecta	NA	NA	NA	NA
CHUR	6	medium	b	180	32400	apidae	melecta	NA	NA	NA	NA
BERG	1	medium	b	104	10816	apidae	melecta	NA	NA	NA	NA
BERG	2	medium	b	NA	NA	apidae	melecta	NA	NA	NA	NA
BERG	3	medium	b	130	16900	apidae	melecta	NA	NA	NA	NA
BERG	4	medium	b	143	20449	apidae	melecta	NA	NA	NA	NA
BERG	5	medium	b	159	25281	apidae	melecta	NA	NA	NA	NA
BERG	6	medium	b	173	29929	apidae	melecta	NA	NA	NA	NA
BLAN	1	medium	b	94	8836	apidae	melecta	NA	NA	NA	NA
BLAN	2	medium	b	110	12100	apidae	melecta	NA	NA	NA	NA
BLAN	3	medium	b	131	17161	apidae	melecta	ger.p	m.alb	Geranium pyrenaicum	Melecta albifrons
BLAN	4	medium	b	145	21025	apidae	melecta	NA	NA	NA	NA
BLAN	5	medium	b	158	24964	apidae	melecta	NA	NA	NA	NA
BLAN	6	medium	b	171	29241	apidae	melecta	NA	NA	NA	NA
LEED	1	high	c	97	9409	apidae	melecta	NA	NA	NA	NA
LEED	2	high	c	116	13456	apidae	melecta	NA	NA	NA	NA
LEED	3	high	c	136	18496	apidae	melecta	NA	NA	NA	NA
LEED	4	high	c	151	22801	apidae	melecta	NA	NA	NA	NA
LEED	5	high	c	165	27225	apidae	melecta	NA	NA	NA	NA
LEED	6	high	c	180	32400	apidae	melecta	NA	NA	NA	NA
DEUS	1	high	c	104	10816	apidae	melecta	NA	NA	NA	NA
DEUS	2	high	c	NA	NA	apidae	melecta	NA	NA	NA	NA
DEUS	3	high	c	130	16900	apidae	melecta	NA	NA	NA	NA
DEUS	4	high	c	143	20449	apidae	melecta	NA	NA	NA	NA
DEUS	5	high	c	159	25281	apidae	melecta	NA	NA	NA	NA
DEUS	6	high	c	173	29929	apidae	melecta	NA	NA	NA	NA
ZENB	1	high	c	94	8836	apidae	melecta	NA	NA	NA	NA
ZENB	2	high	c	110	12100	apidae	melecta	NA	NA	NA	NA
ZENB	3	high	c	131	17161	apidae	melecta	NA	NA	NA	NA
ZENB	4	high	c	145	21025	apidae	melecta	NA	NA	NA	NA
ZENB	5	high	c	158	24964	apidae	melecta	NA	NA	NA	NA
ZENB	6	high	c	171	29241	apidae	melecta	NA	NA	NA	NA
COUB	1	high	c	94	8836	apidae	melecta	NA	NA	NA	NA
COUB	2	high	c	110	12100	apidae	melecta	NA	NA	NA	NA
COUB	3	high	c	131	17161	apidae	melecta	NA	NA	NA	NA
COUB	4	high	c	145	21025	apidae	melecta	NA	NA	NA	NA
COUB	5	high	c	158	24964	apidae	melecta	NA	NA	NA	NA
COUB	6	high	c	171	29241	apidae	melecta	NA	NA	NA	NA
SANT	1	low	a	95	9025	apidae	ceratina	NA	NA	NA	NA
SANT	2	low	a	114	12996	apidae	ceratina	NA	NA	NA	NA
SANT	3	low	a	129	16641	apidae	ceratina	NA	NA	NA	NA
SANT	4	low	a	142	20164	apidae	ceratina	NA	NA	NA	NA
SANT	5	low	a	156	24336	apidae	ceratina	NA	NA	NA	NA
SANT	6	low	a	170	28900	apidae	ceratina	NA	NA	NA	NA
MOSA	1	low	a	95	9025	apidae	ceratina	NA	NA	NA	NA
MOSA	2	low	a	114	12996	apidae	ceratina	NA	NA	NA	NA
MOSA	3	low	a	129	16641	apidae	ceratina	NA	NA	NA	NA
MOSA	4	low	a	142	20164	apidae	ceratina	NA	NA	NA	NA
MOSA	5	low	a	156	24336	apidae	ceratina	NA	NA	NA	NA
MOSA	6	low	a	170	28900	apidae	ceratina	NA	NA	NA	NA
LACA	1	low	a	95	9025	apidae	ceratina	NA	NA	NA	NA
LACA	2	low	a	114	12996	apidae	ceratina	NA	NA	NA	NA
LACA	3	low	a	129	16641	apidae	ceratina	NA	NA	NA	NA
LACA	4	low	a	142	20164	apidae	ceratina	NA	NA	NA	NA
